	WT-4	WT-5	WT-6	aps1-1	aps1-2	aps1-3	D333A-1	D333A-2	D333A-3
SPAC30C2.07	6491	6907	6285	5811	5600	5959	4279	4637	5503
SPAC30C2.08	3130	3116	2843	3412	3033	3111	2428	2580	3326
SPAC30D11.01c	1255	1359	1480	1710	1496	1850	1624	1895	1581
SPAC30D11.02c	33	8	16	16	17	18	19	9	20
SPAC30D11.03	2094	2342	2331	2813	2521	2479	2145	2184	2690
SPAC30D11.04c	3380	3807	3525	4502	4405	4533	3521	3828	4809
SPAC30D11.05	1410	1511	1437	1577	1511	1517	1273	1455	1522
SPAC30D11.06c	2176	2305	2359	2455	2357	2393	2954	3440	3360
SPAC30D11.07	159	211	233	239	211	175	251	278	270
SPAC30D11.08c	2092	2343	2190	2361	1981	2107	2381	2677	2948
SPAC30D11.09	587	681	741	877	744	738	569	630	1127
SPAC30D11.10	787	863	824	899	789	864	769	890	994
SPAC30D11.11	2621	2710	2540	3170	2872	3253	2847	3028	3224
SPAC30D11.12	6968	7981	8157	7177	6701	6981	11113	12620	11469
SPAC30D11.13	416	465	479	498	441	391	576	667	723
SPAC30D11.14c	1063	1347	1284	1573	1414	1435	1303	1477	1945
SPAC31A2.02	784	794	915	937	714	671	1051	1181	1360
SPAC31A2.03	763	868	988	1007	773	672	1246	1264	1512
SPAC31A2.04c	3175	3134	2996	2972	2878	2700	3814	4284	4589
SPAC31A2.05c	697	810	728	902	615	605	649	703	836
SPAC31A2.06	3237	3323	3080	3690	3168	3224	2386	2566	3020
SPAC31A2.07c	1966	2215	2164	2975	2295	2379	1940	2120	2669
SPAC31A2.08	781	898	970	999	870	796	1265	1396	1566
SPAC31A2.09c	539	577	616	664	575	512	722	847	1118
SPAC31A2.10	334	392	421	428	337	353	384	424	569
SPAC31A2.11c	2391	2744	2487	2229	2199	2590	1533	1866	1766
SPAC31A2.12	2111	2144	2032	2142	2198	2223	1476	1475	1857
SPAC31A2.13c	239	279	276	235	198	187	396	534	570
SPAC31A2.14	3334	3689	3638	3803	3709	3836	2750	3081	3281
SPAC31A2.15c	1058	1087	1116	1299	1090	1053	1237	1345	1574
SPAC31A2.16	1409	1494	1383	1561	1453	1404	1451	1482	1514
SPAC31F12.01	2354	2613	2455	2421	2361	2516	2380	2710	2568
SPAC31G5.01	1464	1716	1649	1538	1718	1749	1205	1370	1673
SPAC31G5.02	2738	3025	2942	3092	3279	3433	4020	4791	3979
SPAC31G5.03	27524	31557	30877	26839	27914	28091	36691	39688	37087
SPAC31G5.04	8166	9219	9119	6828	7423	7758	15471	17497	10308
SPAC31G5.05c	3596	4093	4275	4425	3620	3623	4320	4814	4709
SPAC31G5.06	107	112	103	108	98	114	105	132	118
SPAC31G5.07	90	112	131	122	92	117	152	209	207
SPAC31G5.08	1177	1431	1609	1640	1394	1281	1766	1787	2185
SPAC31G5.09c	1203	1418	1287	856	789	909	580	654	555
SPAC31G5.10	121	101	121	106	92	83	84	107	118
SPAC31G5.11	6241	6566	6649	7632	7527	8309	9021	10256	6879
SPAC31G5.12c	767	767	837	864	814	892	1013	1240	1165
SPAC31G5.13	6412	7091	6590	6112	6170	6504	5883	6312	7956
SPAC31G5.14	3717	3964	3926	4106	3808	4064	5531	6062	5076
SPAC31G5.15	347	411	336	471	428	435	507	490	618
SPAC31G5.16c	2760	2987	2920	3741	3216	3091	3341	3456	4019
SPAC31G5.17c	11747	12098	11364	13767	14098	13954	7842	8365	10059
SPAC31G5.18c	488	555	601	622	471	482	838	910	990
SPAC31G5.19	1766	1865	1875	1982	1780	2074	1914	1989	2208
SPAC31G5.21	248	341	359	297	239	289	653	746	780
SPAC323.01c	1268	1442	1210	1661	1553	1775	937	1050	1324
SPAC323.02c	2197	2677	2775	2520	2180	1932	3970	4371	5555
SPAC323.03c	1223	1379	1400	1311	1215	1160	1077	1082	1131
SPAC323.04	3968	4234	3776	3330	3242	3323	2335	2511	3180
SPAC323.05c	780	675	708	1060	856	854	481	516	675
SPAC323.06c	132	186	198	190	196	173	386	420	553
SPAC323.07c	5347	6292	6221	4417	4660	4931	7382	9358	7417
SPAC323.08	365	365	344	408	366	381	403	413	406
SPAC328.01c	4533	4771	4449	4509	4071	4368	3749	3842	4385
SPAC328.02	1143	1271	1159	1094	890	920	877	844	938
SPAC328.03	8120	9057	8058	4782	5013	4818	9859	10739	12656
SPAC328.04	1130	1391	1147	1228	1232	1319	1193	1271	1290
SPAC328.05	1763	1983	2023	2420	2396	2564	2340	2801	2383
SPAC328.06	2400	2562	2564	2613	2280	2213	3349	3553	3929
SPAC328.07c	1873	1974	1933	1823	1797	1930	2617	3251	2691
SPAC328.08c	330	369	420	319	259	221	284	374	358
SPAC328.09	2077	2098	2363	1841	1856	2086	2711	2826	2214
SPAC328.10c	24183	27381	26123	23731	24920	26260	30857	34673	31782
SPAC32A11.01	268	250	189	318	265	278	258	292	256
SPAC32A11.02c	461	505	518	651	529	528	1095	1175	1456
SPAC32A11.03c	2485	2648	2441	2198	2027	2218	2095	2260	2108
SPAC32A11.04c	5433	6930	7546	7023	5730	5746	8804	9404	11592
SPAC343.01c	2341	2449	2391	3084	2523	2434	2185	2334	3108
SPAC343.02	2554	2832	2570	2575	2628	2835	2084	2423	2646
SPAC343.03	203	240	265	229	212	186	277	302	388
SPAC343.04c	766	1002	1071	1012	763	685	1519	1472	2210
SPAC343.05	7450	8463	7999	8005	7969	8861	6984	7994	8051
SPAC343.06c	1043	1213	1134	1228	1123	1110	1605	1649	1520
SPAC343.07	25	9	6	15	9	6	17	26	17
SPAC343.08c	2412	2430	2636	2631	2255	2291	1958	2179	3048
SPAC343.09	2322	2483	2489	2038	2006	1870	2794	3061	4342
SPAC343.10	2812	2963	2610	3083	2834	2845	2094	2488	2735
SPAC343.11c	1983	2130	1987	1957	1826	1928	1761	2014	1929
SPAC343.12	6449	7699	6566	6506	6969	6866	5539	6199	5279
SPAC343.13	550	585	508	720	623	627	366	453	615
SPAC343.14c	5173	5522	5091	4890	5015	5434	4161	4853	4581
SPAC343.15	654	713	697	744	666	670	629	606	801
SPAC343.16	8656	9935	9197	8551	8422	8429	5642	6117	5965
SPAC343.17c	436	391	387	481	433	408	455	453	630
SPAC343.18	671	669	626	728	680	719	504	637	713
SPAC343.19	1758	1847	1751	1986	1894	1948	1308	1431	1594
SPAC343.20	286	300	381	422	338	275	241	285	460
SPAC343.21	83	81	72	65	59	51	141	164	160
SPAC3A11.02	1783	1894	1820	1975	1627	1627	1673	1764	2046
SPAC3A11.03	360	343	353	357	330	296	289	276	344
SPAC3A11.04	538	640	562	538	508	517	992	1215	1117
SPAC3A11.05c	431	508	483	433	413	382	609	632	820
SPAC3A11.06	684	773	715	699	683	706	780	921	1046
SPAC3A11.07	19711	20187	18365	20435	19782	22530	10893	11484	10972
SPAC3A11.08	582	672	634	793	581	635	609	669	846
SPAC3A11.09	1601	1623	1628	1976	1814	1770	1823	1923	1843
SPAC3A11.10c	2520	2676	2682	2164	2240	2295	7854	9001	7642
SPAC3A11.11c	1397	1508	1546	1582	1613	1667	1318	1474	1502
SPAC3A11.12c	4976	4938	4974	5141	4780	4764	4331	4697	5704
SPAC3A11.13	596	798	851	644	607	671	1095	1322	1516
SPAC3A11.14c	283	343	303	355	285	290	562	634	765
SPAC3A12.02	158	204	190	158	147	159	342	375	397
SPAC3A12.03c	966	1005	957	1144	1061	1087	665	785	847
SPAC3A12.04c	492	513	459	626	547	569	302	320	405
SPAC3A12.05c	1930	2004	1915	2196	2038	2015	1759	1882	2220
SPAC3A12.06c	4701	4883	4711	4523	4471	4693	5058	5664	5158
SPAC3A12.07	1666	1729	1640	1763	1621	1619	1255	1446	1587
SPAC3A12.08	197	199	205	241	218	191	392	379	333
SPAC3A12.09c	170	199	226	204	167	172	373	351	422
SPAC3A12.10	22909	25200	24632	24488	24429	24540	29368	32203	27796
SPAC3A12.11c	948	1170	1402	1308	1095	981	1692	1663	2257
SPAC3A12.12	326	448	475	378	336	349	690	673	903
SPAC3A12.13c	1436	1799	1835	1749	1485	1302	2075	2472	3210
SPAC3A12.14	9179	10334	9593	7393	7752	8268	12128	14354	12372
SPAC3A12.15	1595	1790	1788	1952	1609	1502	1861	2044	2732
SPAC3A12.16c	4149	4256	4351	4776	4561	4597	4484	5102	4672
SPAC3A12.17c	706	693	682	741	788	794	809	882	943
SPAC3A12.18	13072	14902	13425	9819	10333	10637	20271	22123	21139
SPAC3A12.19	319	327	337	314	344	376	373	428	364
SPAC3C7.01c	3155	3512	3201	3801	3421	3754	2371	2624	3241
SPAC3C7.02c	720	838	734	663	703	717	735	725	749
SPAC3C7.03c	685	739	705	782	765	734	491	491	553
SPAC3C7.04	2851	2841	2826	2900	2640	2674	2418	2586	2667
SPAC3C7.05c	864	922	759	979	945	912	667	825	957
SPAC3C7.06c	1138	1101	923	1088	973	1025	1517	1754	1176
SPAC3C7.07c	402	446	500	561	420	478	761	788	1104
SPAC3C7.08c	10025	10377	9940	11124	10696	11257	7047	7447	8087
SPAC3C7.09	224	209	223	302	257	234	225	277	320
SPAC3C7.10	574	595	610	674	558	508	1128	1202	1413
SPAC3C7.11c	20076	23534	23185	19715	22327	21474	33223	37345	39228
SPAC3C7.12	1619	1970	1937	2037	1816	1882	1837	1965	2691
SPAC3C7.13c	1149	1215	1182	1125	1015	1092	1313	1373	1258
SPAC3C7.14c	13407	16057	16268	11992	13768	14581	69080	87349	80064
SPAC3F10.02c	3618	3762	3485	3915	3692	3907	3453	3747	3421
SPAC3F10.03	10967	12142	11570	11244	10779	11176	10542	11187	10892
SPAC3F10.04	2133	2243	2226	2964	2409	2305	2516	2539	3713
SPAC3F10.05c	2259	2258	2413	2322	2177	2316	2096	2346	2195
SPAC3F10.06c	1119	1240	1189	1253	1229	1314	1017	1178	1082
SPAC3F10.07c	100	96	98	121	100	133	122	105	112
SPAC3F10.08c	601	777	861	629	540	507	989	1185	1223
SPAC3F10.09	1067	1272	1366	1568	1288	1248	1534	1632	1964
SPAC3F10.10c	391	465	435	379	377	391	534	623	421
SPAC3F10.11c	4945	5306	4969	5074	4830	5293	8595	9712	8128
SPAC3F10.12c	1451	1412	1432	1811	1438	1447	2031	2382	2349
SPAC3F10.13	2194	2447	2133	2236	2289	2281	1984	2229	2664
SPAC3F10.15c	1485	1648	1527	1304	1226	1293	1446	1610	1325
SPAC3F10.16c	2264	2609	2430	2896	2386	2241	2132	2232	2858
SPAC3F10.17	1064	1316	1428	1370	1112	1014	1369	1415	1826
SPAC3F10.18c	2099	2892	2773	1923	1698	1992	4051	5008	3851
SPAC3F10.19	2997	3167	3356	2777	2831	3193	5310	6475	4882
SPAC3G6.01	843	986	1028	1228	970	950	1216	1139	1470
SPAC3G6.02	1117	1261	1356	1282	990	944	1912	2119	2334
SPAC3G6.03c	1611	1608	1437	1792	1618	1721	1174	1412	1375
SPAC3G6.04	775	954	1022	1116	862	896	962	1122	1192
SPAC3G6.05	2704	2763	2630	2645	2497	3000	4263	4992	3736
SPAC3G6.06c	209	296	275	383	302	265	344	314	553
SPAC3G6.07	1	2	2	2	1	0	3	13	5
SPAC3G6.08	225	300	348	363	267	313	654	799	927
SPAC3G6.09c	2218	2309	2238	2425	2185	2306	1884	1860	2198
SPAC3G6.10c	255	278	247	251	181	228	213	254	246
SPAC3G6.11	769	605	625	755	587	611	877	758	1037
SPAC3G6.13c	6989	7942	7874	6847	6742	7302	11622	13874	11832
SPAC3G9.01	752	991	961	1119	997	957	1275	1385	1500
SPAC3G9.02	256	304	363	300	263	256	373	445	415
SPAC3G9.03	10610	11428	11423	12035	11702	11591	13741	14236	14564
SPAC3G9.04	195	226	241	341	273	289	239	279	341
SPAC3G9.05	3541	3800	3628	3867	3885	4159	2567	2846	2943
SPAC3G9.06	5321	6091	5785	7082	6140	5892	5068	5511	6850
SPAC3G9.07c	903	938	898	1103	1031	1031	1104	1233	1103
SPAC3G9.08	745	755	743	874	710	724	514	535	601
SPAC3G9.09c	7692	8251	7637	8225	7373	7401	6854	7124	8153
SPAC3G9.10c	470	535	608	670	488	453	736	787	951
SPAC3G9.11c	115	141	148	148	142	156	221	192	309
SPAC3G9.12	1260	1451	1387	1690	1433	1467	1472	1611	1595
SPAC3G9.13c	1484	1607	1443	1295	1397	1440	1493	1729	1673
SPAC3G9.14	10246	11331	10353	8715	8304	9265	9168	10355	8782
SPAC3G9.15c	1423	1722	1818	1825	1552	1443	2123	2155	2676
SPAC3G9.16c	435	466	500	517	421	443	583	670	789
SPAC3G9.17	246	331	289	303	279	287	302	278	314
SPAC3H1.01c	840	964	1025	970	779	766	1407	1477	1975
SPAC3H1.02c	2010	1972	1850	2327	2072	2091	1823	1870	2200
SPAC3H1.03	263	396	402	304	244	246	511	618	617
SPAC3H1.04c	1556	1457	1446	1835	1516	1345	1396	1513	2121
SPAC3H1.05	5875	6695	6139	5564	5702	5937	9397	10680	10657
SPAC3H1.06c	1478	1401	1460	1576	1455	1673	2416	2764	2078
SPAC3H1.07	6552	7174	6745	8409	8983	9183	5896	6875	10081
SPAC3H1.08c	221	331	404	352	314	278	637	754	853
SPAC3H1.09c	3360	3578	3720	4490	4177	4171	5235	6031	5340
SPAC3H1.10	909	944	1019	1224	938	907	907	909	1132
SPAC3H1.11	4381	4413	4380	4541	4358	4628	3627	4225	3094
SPAC3H1.12c	1689	1855	1580	1911	1622	1689	1171	1251	1314
SPAC3H1.13	576	596	617	743	621	581	444	536	646
SPAC3H1.14	413	379	363	489	415	400	457	561	490
SPAC3H5.04	1329	1320	1329	1353	1168	1137	1461	1608	1622
SPAC3H5.05c	7008	7613	7442	10217	10217	10269	4538	5150	5423
SPAC3H5.06c	1207	1281	1316	1439	1206	1184	765	855	962
SPAC3H5.07	19006	21401	20319	19701	20145	21087	24179	27004	23632
SPAC3H5.08c	2119	2188	2049	2904	2515	2580	2016	1955	2200
SPAC3H5.09c	1606	1655	1689	1996	1835	2001	1432	1539	1316
SPAC3H5.10	19042	20523	20249	18760	18078	18328	25503	28425	25240
SPAC3H5.11	1695	1818	1667	1601	1583	1601	1874	2095	1996
SPAC3H5.12c	42633	48381	46207	48097	49683	52642	43133	47771	45758
SPAC3H5.13	210	279	383	313	252	247	384	367	495
SPAC3H8.02	4140	4195	3965	4332	4080	4528	4189	4607	4313
SPAC3H8.03	1015	957	1018	1139	953	878	1177	1269	1266
SPAC3H8.04	1666	1802	1603	1688	1553	1548	2394	2639	2960
SPAC3H8.05c	3685	3965	3715	4047	3750	3944	4461	4775	4323
SPAC3H8.06	5412	5719	5558	5368	5147	5449	5275	6317	5594
SPAC3H8.07c	300	332	384	395	334	357	493	504	617
SPAC3H8.08c	944	977	904	952	821	972	794	989	1166
SPAC3H8.09c	383	447	460	437	365	329	812	963	1088
SPAC3H8.10	5761	6363	5741	5990	5558	6139	4463	4890	5747
SPAC458.02c	3377	4793	5202	4431	3631	3402	5875	6075	8630
SPAC458.03	1045	1028	1111	1312	931	1020	1180	1318	1340
SPAC458.04c	31	38	32	46	26	42	98	111	134
SPAC458.05	1076	952	932	1058	894	938	791	927	1101
SPAC458.06	169	173	183	155	156	143	316	303	441
SPAC458.07	380	537	564	548	443	453	928	957	1143
SPAC4A8.02c	1887	2151	1976	1872	1764	1793	1646	1738	2067
SPAC4A8.03c	2202	2255	2283	2418	2237	2448	2177	2326	2216
SPAC4A8.04	3337	3749	3614	2427	2549	2729	4611	5158	4765
SPAC4A8.05c	1177	1315	1375	1385	1023	1143	1128	1338	1296
SPAC4A8.06c	5422	5519	5061	5538	5190	5201	3499	3804	4443
SPAC4A8.07c	2693	3046	2838	3326	3096	3372	1612	1774	1842
SPAC4A8.08c	714	903	890	889	782	765	862	983	1165
SPAC4A8.09c	597	802	877	654	533	526	1384	1530	2113
SPAC4A8.10	2077	2130	2034	2093	1854	2088	2792	3200	3176
SPAC4A8.11c	16676	17340	15848	16855	16640	18003	15589	16222	18583
SPAC4A8.12c	679	842	940	1063	755	701	1449	1543	1880
SPAC4A8.13c	4669	5009	4699	4500	4280	4534	4346	4710	5718
SPAC4A8.14	2392	2543	2277	2580	2013	1955	2476	2739	3520
SPAC4A8.15c	9662	10056	10236	10827	10897	11389	16661	18073	18867
SPAC4A8.16c	9419	11215	10945	11426	10175	10599	9460	9818	11804
SPAC4C5.01	629	659	618	691	702	656	662	754	726
SPAC4C5.02c	2318	2504	2410	2790	2546	2567	2233	2579	2766
SPAC4C5.03	4337	4565	4456	5105	4951	5066	7112	8612	7729
SPAC4C5.04	445	559	569	572	500	479	689	829	871
SPAC4D7.01c	1374	1494	1449	1563	1275	1382	1244	1451	1789
SPAC4D7.02c	1596	1854	1781	1654	1778	1807	2313	2791	2361
SPAC4D7.03	3022	3260	3060	2847	2799	2792	3237	3483	3150
SPAC4D7.04c	1147	1278	1359	1384	1151	1150	1638	1819	2390
SPAC4D7.05	20045	22230	21538	19659	18825	19408	22432	24656	26197
SPAC4D7.06c	616	785	866	707	561	579	1087	1097	1362
SPAC4D7.07c	1844	1963	1831	2041	1997	2074	1863	2095	2291
SPAC4D7.08c	12933	14503	13334	13604	13893	15312	14849	15917	14451
SPAC4D7.09	4238	4467	4709	5279	4693	4525	3970	4117	4911
SPAC4D7.10c	391	438	458	562	499	447	511	615	883
SPAC4D7.11	1567	1571	1669	1698	1584	1792	1874	2105	2129
SPAC4D7.12c	767	910	986	1131	856	839	1615	1660	1666
SPAC4D7.13	1584	1979	2119	2012	1725	1630	2255	2328	3065
SPAC4D7.14	160	225	229	199	194	159	407	436	472
SPAC4D7.15	66	97	82	73	70	92	82	105	102
SPAC4F10.02	1386	1464	1323	1460	1454	1516	820	993	1199
SPAC4F10.03c	1940	2106	2101	2191	2256	2434	1835	2183	2072
SPAC4F10.04	1070	1048	1086	1224	1168	1226	902	888	1041
SPAC4F10.05c	212	215	193	260	219	222	341	396	364
SPAC4F10.06	1227	1689	1739	1538	1275	1231	2571	2649	3132
SPAC4F10.07c	2055	2241	2044	1771	1657	1787	2025	2077	2135
SPAC4F10.08	118	129	124	100	95	107	182	230	211
SPAC4F10.09c	3345	3395	3580	4688	3373	3345	3400	3721	4567
SPAC4F10.10c	9180	9625	9427	10669	9584	9907	10859	11563	11886
SPAC4F10.11	844	997	1146	1272	1029	997	1374	1485	1965
SPAC4F10.12	1374	1373	1407	1371	1399	1287	1284	1664	1524
SPAC4F10.13c	5560	5980	5192	5974	5908	6073	3480	3880	4209
SPAC4F10.14c	8368	10379	11316	9351	8586	8212	13557	14906	14718
SPAC4F10.15c	2746	3038	2959	3432	3574	3858	3076	3539	3482
SPAC4F10.16c	2410	2374	2339	2245	2094	2259	2100	2231	2070
SPAC4F10.17	10	15	15	3	2	1	68	55	74
SPAC4F10.18	2485	2755	2655	3281	3118	3343	2976	3418	3231
SPAC4F10.19c	277	316	373	292	218	292	508	670	670
SPAC4F10.20	3686	3969	4094	3478	3883	3387	4461	4840	5099
SPAC4F10.22	70	60	89	70	81	92	111	114	100
SPAC4F8.01	457	563	653	574	474	458	944	1018	1280
SPAC4F8.02c	1298	1418	1337	1583	1287	1249	1428	1552	1689
SPAC4F8.03	931	1146	1313	1345	1033	964	1883	2022	2694
SPAC4F8.04	1397	1592	1709	2082	1580	1502	1952	2048	2571
SPAC4F8.05c	506	611	656	606	554	505	872	977	1173
SPAC4F8.06	523	702	694	738	659	631	848	937	946
SPAC4F8.07c	12318	13943	13673	17285	18530	19238	9212	9840	13439
SPAC4F8.08	36	48	27	36	32	18	48	54	54
SPAC4F8.10c	888	982	952	1189	1105	990	1014	1133	1265
SPAC4F8.11	1494	1520	1441	1398	1388	1568	1755	1772	1789
SPAC4F8.12c	3571	3637	3308	3694	3345	3514	2616	2876	3762
SPAC4F8.13c	3377	3601	3270	3688	3347	3419	2095	2173	2503
SPAC4F8.14c	9958	11341	10850	10413	10604	10894	11823	12140	11304
SPAC4F8.15	4867	5308	5365	6098	6034	6148	5527	6198	5590
SPAC4G8.02c	1140	1390	1380	1405	1131	1140	1910	1885	2044
SPAC4G8.03c	435	496	508	598	430	535	523	494	654
SPAC4G8.04	3125	3599	3247	3113	3068	3230	4000	4701	4393
SPAC4G8.05	1480	1624	1544	1733	1559	1555	1602	1961	1867
SPAC4G8.06c	997	1010	1051	1328	1045	974	1201	1271	1512
SPAC4G8.07c	796	897	987	944	754	809	755	838	1113
SPAC4G8.08	1230	1170	1244	1475	1387	1367	897	988	1031
SPAC4G8.09	643	866	826	703	632	597	868	949	1464
SPAC4G8.10	299	329	332	362	270	276	612	726	802
SPAC4G8.11c	85	130	137	114	82	94	157	158	216
SPAC4G8.12c	754	894	819	1031	1025	1068	1116	1277	1046
SPAC4G8.13c	3989	4280	4094	4180	4234	4336	6438	7606	6743
SPAC4G9.02	338	462	514	413	386	374	426	546	568
SPAC4G9.03	6418	7412	7600	7816	8398	8432	7508	8159	7737
SPAC4G9.04c	2558	2886	2862	2898	2552	2874	3956	4406	3730
SPAC4G9.05	69	27	32	20	29	26	50	47	63
SPAC4G9.06c	2840	3058	2873	3331	3045	3319	2050	2285	2741
SPAC4G9.07	42	51	61	43	46	46	64	81	92
SPAC4G9.08c	1217	1366	1462	1386	1360	1346	1156	1372	1531
SPAC4G9.09c	12272	13605	13335	12163	12184	12885	17294	18825	16714
SPAC4G9.10	2678	2918	2896	2124	1878	1947	3295	3593	3245
SPAC4G9.11c	504	581	682	600	504	525	1134	1217	1438
SPAC4G9.12	2818	3218	2910	2566	2660	2694	2925	3138	2718
SPAC4G9.13c	382	407	465	459	407	322	817	870	1262
SPAC4G9.14	1107	1259	1272	1184	1196	1251	1956	2407	2164
SPAC4G9.15	4287	4859	4708	5328	5199	5317	4038	4340	4736
SPAC4G9.16c	38494	41467	39243	38892	38660	39568	38570	44649	39683
SPAC4G9.17c	1016	1236	1164	1134	949	946	1034	1166	1540
SPAC4G9.19	440	481	440	491	472	472	440	518	468
SPAC4G9.20c	1822	2098	2062	2436	2280	2510	1177	1355	1576
SPAC4G9.22	736	687	728	473	481	509	1727	1923	1300
SPAC4H3.01	2102	2601	2677	2791	2564	2517	3179	3655	4398
SPAC4H3.02c	374	478	472	477	449	418	532	655	712
SPAC4H3.03c	103	99	97	85	88	91	248	373	304
SPAC4H3.04c	54	66	63	79	54	57	118	156	144
SPAC4H3.05	403	413	446	463	455	412	435	510	597
SPAC4H3.06	332	378	427	367	291	334	651	641	807
SPAC4H3.07c	2695	2842	2789	2714	2956	2967	3378	3776	3438
SPAC4H3.08	127	146	148	116	115	121	257	323	401
SPAC4H3.09	2082	2355	2172	2049	1965	1957	3111	3664	3081
SPAC4H3.10c	103658	117632	113675	109103	123393	130763	125033	130154	123075
SPAC4H3.11c	1141	1403	1447	1570	1385	1412	1183	1200	1550
SPAC4H3.13	225	270	263	306	240	286	385	530	556
SPAC4H3.14c	563	670	790	565	505	445	1098	1011	1170
SPAC4H3.16	2234	2539	2325	2240	2244	2219	2220	2399	2451
SPAC4H3.17	37	43	40	26	32	29	60	72	100
SPAC513.01c	9192	10587	9855	9775	9821	10688	9623	9861	9213
SPAC513.02	56	67	50	96	56	50	123	124	168
SPAC513.03	2489	2730	2886	2381	2256	2324	1052	1331	1290
SPAC513.04	2	6	1	1	1	3	0	2	0
SPAC513.05	2267	2430	2323	2489	2178	2371	1752	1990	2222
SPAC513.06c	1115	1073	1120	1119	1010	1083	1145	1418	1453
SPAC513.07	2783	3075	3260	4798	4261	4392	2683	2928	3374
SPAC521.02	680	887	959	1140	850	808	1213	1343	1499
SPAC521.03	6056	7319	7522	6344	5780	5945	10595	11871	13593
SPAC521.04c	2545	2915	2687	3629	3674	3999	2170	2591	2200
SPAC521.05	31596	35964	34518	32924	33815	34261	29085	31008	29878
SPAC56E4.02c	848	830	891	793	846	941	1204	1422	1083
SPAC56E4.03	20558	24101	23617	15121	16144	17745	60871	70973	45776
SPAC56E4.04c	15426	15858	14437	17338	16403	18558	15958	16562	18242
SPAC56E4.05	1745	2012	2056	2268	2153	2204	2136	2582	2394
SPAC56E4.06c	1582	1644	1670	1523	1500	1689	2170	2440	2218
SPAC56E4.07	1280	1213	1270	1610	1544	1470	1809	1964	1871
SPAC56F8.02	1709	1743	1641	1926	1695	1827	1580	1855	1684
SPAC56F8.03	4938	6089	6128	6651	5481	5413	4603	4865	6825
SPAC56F8.04c	2127	2418	2282	2207	2447	2687	1848	2153	1986
SPAC56F8.05c	2092	2579	2722	2492	1976	1825	4788	4968	5749
SPAC56F8.06c	1179	1210	1211	1255	1092	1288	1601	1976	1788
SPAC56F8.07	1643	1806	1720	1976	1856	1918	2034	2457	2497
SPAC56F8.08	2880	3381	3119	2907	3104	3185	3759	4058	4312
SPAC56F8.09	511	700	695	744	565	554	1021	1126	1411
SPAC56F8.10	4922	5085	4957	6047	5420	5666	4283	4612	5572
SPAC56F8.11	902	1048	1259	1177	1001	844	1676	1668	2232
SPAC56F8.12	32	4	8	12	8	7	18	32	18
SPAC56F8.13	81	93	114	123	78	92	58	79	102
SPAC56F8.14c	1691	1987	1927	2087	2073	2259	1357	1447	2023
SPAC56F8.15	510	563	582	497	393	434	275	305	236
SPAC56F8.16	3017	2624	2726	2921	2780	2902	2484	2625	2052
SPAC57A10.02	4537	4943	4614	5455	5223	5631	5610	6093	5196
SPAC57A10.03	685	780	938	853	693	585	809	909	1427
SPAC57A10.04	3	12	13	25	15	18	38	68	46
SPAC57A10.05c	1798	1893	1894	1482	1346	1374	3377	3585	2811
SPAC57A10.06	42	50	39	31	24	32	114	132	85
SPAC57A10.07	2948	3211	3259	3141	3000	3221	4236	4963	4797
SPAC57A10.08c	259	252	267	309	270	258	409	436	557
SPAC57A10.09c	3781	3995	3942	4947	4405	4214	3733	3916	5109
SPAC57A10.10c	3604	4580	4928	4195	3097	2949	4577	4827	6306
SPAC57A10.11c	485	670	768	644	562	544	906	952	1564
SPAC57A10.12c	20049	22142	20177	18375	18602	19874	23763	25995	20741
SPAC57A10.14	1107	1076	1200	1092	1170	1181	999	1152	1266
SPAC57A7.04c	14299	15336	14399	17353	17937	18453	11114	12026	16019
SPAC57A7.05	1215	1294	1224	676	724	831	1507	1733	1247
SPAC57A7.06	1803	2369	2451	2387	1871	1850	2703	2876	3480
SPAC57A7.07c	955	1034	1016	1104	997	1097	779	889	930
SPAC57A7.08	4091	4544	4144	3818	3849	4002	4070	4871	5100
SPAC57A7.09	1232	1342	1227	1226	1226	1281	1675	1838	1540
SPAC57A7.10c	8558	9081	8746	9834	9174	9502	7528	8107	9384
SPAC57A7.11	3494	3720	3428	3905	3687	4058	2851	3070	3327
SPAC57A7.12	11065	12900	12279	12910	12359	12726	12532	13109	11983
SPAC57A7.13	368	475	482	545	465	426	555	589	740
SPAC57A7.15c	257	223	252	213	211	250	289	387	431
SPAC589.02c	522	603	473	518	426	468	480	532	572
SPAC589.03c	209	220	290	279	231	185	411	375	460
SPAC589.04	1890	1918	1891	2089	1983	1997	1266	1396	1624
SPAC589.05c	545	529	578	616	593	533	345	400	488
SPAC589.06c	13230	14831	14309	10434	12383	13684	20219	24941	24069
SPAC589.07c	418	489	476	581	523	639	714	819	690
SPAC589.08c	162	203	212	191	159	159	316	402	352
SPAC589.09	1029	1015	1001	1227	1021	1017	882	992	1265
SPAC589.10c	7483	9795	10242	8079	7537	7102	13343	13804	12752
SPAC589.11	45	67	67	32	45	35	40	55	78
SPAC589.12	4318	4637	4487	5161	4812	5091	5375	5654	5243
SPAC5D6.01	8644	8578	7879	8050	7593	7777	5724	6576	6330
SPAC5D6.02c	936	969	1040	997	890	977	638	757	679
